"","Name","City","Country","IATA","ICAO","Lat","Lon","Altitude","Timezone","DST","TZID"
"5664","Unalakleet Airport","Unalakleet","United States","UNK","PAUN",63.888333,-160.798889,21,-9,"A","America/Anchorage"
"5665","Ugnu-Kuparuk Airport","Kuparuk","United States","UUK","PAKU",70.330833,-149.5975,67,-9,"A","America/Anchorage"
"5666","Shageluk Airport","Shageluk","United States","SHX","PAHX",62.692222,-159.569167,79,-9,"A","America/Anchorage"
"5667","Chuathbaluk Airport","Chuathbaluk","United States","CHU","PACH",61.579167,-159.215556,243,-9,"A","America/Anchorage"
"5668","Nuiqsut Airport","Nuiqsut","United States","NUI","PAQT",70.21,-151.005556,38,-9,"A","America/Anchorage"
"5669","Eek Airport","Eek","United States","EEK","PAEE",60.213611,-162.043889,15,-9,"A","America/Anchorage"
"5670","Kasigluk Airport","Kasigluk","United States","KUK","PFKA",60.873333,-162.524444,40,-9,"A","America/Anchorage"
"5671","Kwethluk Airport","Kwethluk","United States","KWT","PFKW",60.790278,-161.443611,30,-9,"A","America/Anchorage"
"5672","Kwigillingok Airport","Kwigillingok","United States","KWK","PAGG",59.876389,-163.168611,18,-9,"A","America/Anchorage"
"5673","Marshall Don Hunter Sr. Airport","Marshall","United States","MLL","PADM",61.8646418,-162.026111,103,-9,"A","America/Anchorage"
"5674","Russian Mission Airport","Russian Mission","United States","RSH","PARS",61.775,-161.319444,51,-9,"A","America/Anchorage"
"5675","Tuntutuliak Airport","Tuntutuliak","United States","WTL","\N",60.335278,-162.666944,16,-9,"A","America/Anchorage"
"5676","Ekwok Airport","Ekwok","United States","KEK","\N",59.356944,-157.471111,135,-9,"A","America/Anchorage"
"5677","Koliganek Airport","Koliganek","United States","KGK","PAJZ",59.726667,-157.259444,269,-9,"A","America/Anchorage"
"5678","Levelock Airport","Levelock","United States","KLL","\N",59.128056,-156.858611,39,-9,"A","America/Anchorage"
"5679","Manokotak Airport","Manokotak","United States","KMO","PAMB",58.990278,-159.05,51,-9,"A","America/Anchorage"
"5680","Twin Hills Airport","Twin Hills","United States","TWA","\N",59.074444,-160.275,82,-9,"A","America/Anchorage"
"5681","Chalkyitsik Airport","Chalkyitsik","United States","CIK","PACI",66.645,-143.74,544,-9,"A","America/Anchorage"
"5682","Eagle Airport","Eagle","United States","EAA","PAEG",64.778056,-141.149722,908,-9,"A","America/Anchorage"
"5683","Hughes Airport","Hughes","United States","HUS","PAHU",66.039167,-154.264722,299,-9,"A","America/Anchorage"
"5684","Huslia Airport","Huslia","United States","HSL","PAHL",65.697778,-156.351389,213,-9,"A","America/Anchorage"
"5685","Livingood Airport","Livingood","United States","LIV","\N",65.531111,-148.541111,696,-9,"A","America/Anchorage"
"5686","Minto Airport","Minto","United States","MNT","\N",65.143611,-149.37,460,-9,"A","America/Anchorage"
"5687","Nulato Airport","Nulato","United States","NUL","PANU",64.729444,-158.074167,399,-9,"A","America/Anchorage"
"5688","Rampart Airport","Rampart","United States","RMP","\N",65.507778,-150.140833,302,-9,"A","America/Anchorage"
"5689","Tanana Airport","Tanana","United States","TAL","\N",65.179556,-152.075833,207,-9,"A","America/Anchorage"
"5690","Venetie Airport","Venetie","United States","VEE","PAVE",67.008611,-146.366389,574,-9,"A","America/Anchorage"
"5691","Beaver Airport","Beaver","United States","WBQ","PAWB",66.362222,-147.406667,359,-9,"A","America/Anchorage"
"5692","Central Airport","Central","United States","CEM","PACE",65.573889,-144.780833,937,-9,"A","America/Anchorage"
"5693","Shungnak Airport","Shungnak","United States","SHG","PAGH",66.888056,-157.1625,197,-9,"A","America/Anchorage"
"5694","Birch Creek Airport","Brich Creek","United States","KBC","\N",66.256708,-145.815319,450,-9,"A","America/Anchorage"
"5695","Coldfoot Airport","Coldfoot","United States","CXF","\N",67.251389,-150.176111,1014,-9,"A","America/Anchorage"
"5696","Inyokern Airport","Inyokern","United States","IYK","KIYK",35.658889,-117.829444,2455,-8,"A","America/Los_Angeles"
"5697","Visalia Municipal Airport","Visalia","United States","VIS","KVIS",36.318611,-119.392778,295,-8,"A","America/Los_Angeles"
"5698","Merced Municipal Airport","Merced","United States","MCE","KMCE",37.284722,-120.513889,156,-8,"A","America/Los_Angeles"
"5699","Laguna de Los Patos International Airport","Colonia","Uruguay","CYR","SUCA",-34.4564,-57.7706,66,-3,"U","America/Montevideo"
"5700","Camelo","Camelo","Uruguay","","SULO",-33.963882,-58.288612,10,-3,"U","America/Montevideo"
"5701","Amarais Airport","Campinas","Brazil","CPQ","SDAM",-22.8592,-47.1082,2008,-3,"S","America/Sao_Paulo"
"5702","Phoenix Goodyear","Goodyear","United States","","KGYR",33.423725,-112.374456,968,-7,"N","America/Phoenix"
"5703","Park City","Park City","United States","","\N",40.659444,-111.4997222,7000,-7,"U","America/Denver"
"5704","Toowoomba","Toowoomba","Australia","TWB","YTWB",-27.542778,151.916389,2086,10,"N","Australia/Brisbane"
"5705","Ballera","Ballera","Australia","","YLLE",-27.408333,141.808333,385,10,"N","Australia/Brisbane"
"5706","Gatton","Gatton","Australia","","YGAT",-27.5583000183105,152.341995239258,400,10,"N","Australia/Brisbane"
"5707","Arkalyk Airport","Arkalyk","Kazakhstan","AYK","UAUR",50.2395,66.941,1152,6,"U","Asia/Qyzylorda"
"5708","Hamburger Hafen","Hamburg","Germany","","ZZ06",53.542369,9.981592,0,1,"E","Europe/Berlin"
"5709","Flugplatz Fehmarn-Neujellingsdorf","Neujellingsdorf","Germany","","ZZ05",54.455802,11.109273,0,1,"E","Europe/Berlin"
"5710","Nabern Teck","Kirchheim-Teck","Germany","","EDTN",48.3676,9.2863,1215,1,"E","Europe/Berlin"
"5711","Angoon Seaplane Base","Angoon","United States","AGN","PAGN",57.503611,-134.585,0,-9,"A","America/Anchorage"
"5712","Elfin Cove Seaplane Base","Elfin Cove","United States","ELV","PAEL",58.195278,-136.3475,0,-9,"A","America/Anchorage"
"5713","Tenakee Seaplane Base","Tenakee Springs","United States","TKE","\N",57.779722,-135.218333,0,-9,"A","America/Anchorage"
"5714","Pelican Seaplane Base","Pelican","United States","PEC","\N",57.955278,-136.236389,0,-9,"A","America/Anchorage"
"5715","Chatham Seaplane Base","Sitka","United States","CYM","\N",57.515,-134.946111,0,-9,"A","America/Anchorage"
"5716","Funter Bay Seaplane Base","Funter Bay","United States","FNR","PANR",58.254444,-134.897778,0,-9,"A","America/Anchorage"
"5717","Excursion Inlet Seaplane Base","Excursion Inlet","United States","EXI","\N",58.420556,-135.449167,0,-9,"A","America/Anchorage"
"5718","Hoonah Airport","Hoonah","United States","HNH","PAOH",58.096111,-135.409722,19,-9,"A","America/Anchorage"
"5719","Kake Airport","Kake","United States","AFE","PAFE",56.961389,-133.910278,172,-9,"A","America/Anchorage"
"5720","Craig Seaplane Base","Craig","United States","CGA","\N",55.478889,-133.147778,0,-9,"A","America/Anchorage"
"5721","Hollis Seaplane Base","Hollis","United States","HYL","\N",55.481667,-132.646111,0,-9,"A","America/Anchorage"
"5722","Metlakatla Seaplane Base","Metakatla","United States","MTM","PAMM",55.131111,-131.578056,0,-9,"A","America/Anchorage"
"5723","Thorne Bay Seaplane Base","Thorne Bay","United States","KTB","\N",55.688056,-132.536667,0,-9,"A","America/Anchorage"
"5724","Hydaburg Seaplane Base","Hydaburg","United States","HYG","PAHY",55.206389,-132.828333,0,-9,"A","America/Anchorage"
"5725","Hyder Seaplane Base","Hyder","United States","WHD","\N",55.903333,-130.006667,0,-8,"A","America/Vancouver"
"5726","Point Baker Seaplane Base","Point Baker","United States","KPB","\N",56.351944,-133.6225,0,-9,"A","America/Anchorage"
"5727","Port Protection Seaplane Base","Port Protection","United States","PPV","\N",56.328889,-133.61,0,-9,"A","America/Anchorage"
"5728","North Whale Seaplane Base","North Whale Pass","United States","WWP","\N",56.116389,-133.121667,0,-9,"A","America/Anchorage"
"5729","Chignik Lake Airport","Chignik Lake","United States","KCQ","\N",56.255,-158.775278,50,-9,"A","America/Anchorage"
"5730","Egegik Airport","Egegik","United States","EGX","PAII",58.185556,-157.375556,92,-9,"A","America/Anchorage"
"5731","Chignik Lagoon Airport","Chignik Lagoon","United States","KCL","\N",56.311111,-158.534167,25,-9,"A","America/Anchorage"
"5732","Chignik Bay Seaplane Base","Chignik","United States","KBW","\N",56.295556,-158.401398,0,-9,"A","America/Anchorage"
"5733","Perryville Airport","Perryville","United States","KPV","PAPE",55.906667,-159.160833,29,-9,"A","America/Anchorage"
"5734","Pilot Point Airport","Pilot Point","United States","PIP","PAPN",57.585393,-157.571944,57,-9,"A","America/Anchorage"
"5735","South Naknek Airport","South Naknek","United States","WSN","PFWS",58.702222,-157.0025,162,-9,"A","America/Anchorage"
"5736","Akhiok Airport","Akhiok","United States","AKK","PAKH",56.938611,-154.1825,44,-9,"A","America/Anchorage"
"5737","Karuluk Airport","Karluk","United States","KYK","PAKY",57.566944,-154.450278,137,-9,"A","America/Anchorage"
"5738","Larsen Bay Airport","Larsen Bay","United States","KLN","PALB",57.535,-153.976667,87,-9,"A","America/Anchorage"
"5739","Old Harbor Airport","Old Harbor","United States","OLH","\N",57.218056,-153.269722,55,-9,"A","America/Anchorage"
"5740","Ouzinkie Airport","Ouzinkie","United States","KOZ","\N",57.922876,-152.500511,55,-9,"A","America/Anchorage"
"5741","Port Lions Airport","Port Lions","United States","ORI","\N",57.885278,-152.846111,52,-9,"A","America/Anchorage"
"5742","Alitak Seaplane Base","Lazy Bay","United States","ALZ","\N",56.899444,-154.247778,0,-9,"A","America/Anchorage"
"5743","Amook Bay Seaplane Base","Amook Bay","United States","AOS","\N",57.471389,-153.815278,0,-9,"A","America/Anchorage"
"5744","Kitoi Bay Seaplane Base","Kitoi Bay","United States","KKB","\N",58.190833,-152.370556,0,-9,"A","America/Anchorage"
"5745","Moser Bay Seaplane Base","Moser Bay","United States","KMY","\N",57.025556,-154.145833,0,-9,"A","America/Anchorage"
"5746","Olga Bay Seaplane Base","Olga Bay","United States","KOY","\N",57.161389,-154.229722,0,-9,"A","America/Anchorage"
"5747","Port Bailey Seaplane Base","Port Bailey","United States","KPY","\N",57.93,-153.040556,0,-9,"A","America/Anchorage"
"5748","Port Williams Seaplane Base","Port Williams","United States","KPR","\N",58.49,-152.582222,0,-9,"A","America/Anchorage"
"5749","Seal Bay Seaplane Base","Seal Bay","United States","SYB","\N",58.166667,-152.5,0,-9,"A","America/Anchorage"
"5750","San Juan - Uganik Seaplane Base","San Juan","United States","WSJ","\N",57.730278,-153.320556,0,-9,"A","America/Anchorage"
"5751","West Point Village Seaplane Base","West Point","United States","KWP","\N",57.77,-153.548889,0,-9,"A","America/Anchorage"
"5752","Zachar Bay Seaplane Base","Zachar Bay","United States","KZB","\N",57.55,-153.75,0,-9,"A","America/Anchorage"
"5753","Ambler Airport","Ambler","United States","ABL","PAFM",67.106389,-157.8575,334,-9,"A","America/Anchorage"
"5754","Buckland Airport","Buckland","United States","BKC","PABL",65.981667,-161.149167,31,-9,"A","America/Anchorage"
"5755","Bob Baker Memorial Airport","Kiana","United States","IAN","PAIK",66.975833,-160.436667,166,-9,"A","America/Anchorage"
"5756","Kobuk Airport","Kobuk","United States","OBU","PAOB",66.912222,-156.897222,137,-9,"A","America/Anchorage"
"5757","Robert Curtis Memorial Airport","Noorvik","United States","ORV","PFNO",66.8175,-161.022222,55,-9,"A","America/Anchorage"
"5758","Selawik Airport","Selawik","United States","WLK","PASK",66.6,-159.985833,17,-9,"A","America/Anchorage"
"5759","Brevig Mission Airport","Brevig Mission","United States","KTS","PFKT",65.331389,-166.465833,35,-9,"A","America/Anchorage"
"5760","Elim Airport","Elim","United States","ELI","PFEL",64.615,-162.270556,162,-9,"A","America/Anchorage"
"5761","Golovin Airport","Golovin","United States","GLV","PAGL",64.550556,-163.007222,59,-9,"A","America/Anchorage"
"5762","Teller Airport","Teller","United States","TLA","PATE",65.240278,-166.339444,294,-9,"A","America/Anchorage"
"5763","Wales Airport","Wales","United States","WAA","PAIW",65.6225,-168.095,22,-9,"A","America/Anchorage"
"5764","White Mountain Airport","White Mountain","United States","WMO","PAWM",64.689167,-163.412778,267,-9,"A","America/Anchorage"
"5765","Council Airport","Council","United States","CIL","\N",64.897778,-163.703333,85,-9,"A","America/Anchorage"
"5766","Koyuk Alfred Adams Airport","Koyuk","United States","KKA","PAKK",64.939444,-161.154167,154,-9,"A","America/Anchorage"
"5767","St. Michael Airport","St. Michael","United States","SMK","PAMK",63.49,-162.110278,98,-9,"A","America/Anchorage"
"5768","Shaktoolik Airport","Shaktoolik","United States","SKK","PFSH",64.371111,-161.223889,24,-9,"A","America/Anchorage"
"5769","Stebbins Airport","Stebbins","United States","WBB","\N",63.515833,-162.278056,14,-9,"A","America/Anchorage"
"5770","Tin City LRRS Airport","Tin City","United States","TNC","PATC",65.563056,-167.921667,269,-9,"A","America/Anchorage"
"5771","Atka Airport","Atka","United States","AKB","PAAK",52.220278,-174.206389,56,-9,"A","America/Anchorage"
"5772","Nikolski Air Station","Nikolski","United States","IKO","PAKO",52.941667,-168.848889,77,-9,"A","America/Anchorage"
"5773","Icy Bay Airport","Icy Bay","United States","ICY","\N",59.968889,-141.661667,50,-9,"A","America/Anchorage"
"5774","Yakataga Airport","Yakataga","United States","CYT","PACY",60.081901,-142.493611,12,-9,"A","America/Anchorage"
"5775","Alakanuk Airport","Alakanuk","United States","AUK","PAUK",62.68,-164.66,10,-9,"A","America/Anchorage"
"5776","Sheldon Point Airport","Nunam Iqua","United States","SXP","\N",62.520556,-164.847778,12,-9,"A","America/Anchorage"
"5777","Kipnuk Airport","Kipnuk","United States","KPN","PAKI",59.933056,-164.030556,11,-9,"A","America/Anchorage"
"5778","False Pass Airport","False Pass","United States","KFP","PAKF",54.8475,-163.410278,20,-9,"A","America/Anchorage"
"5779","Nelson Lagoon","Nelson Lagoon","United States","NLG","PAOU",56.0075,-161.160278,14,-9,"A","America/Anchorage"
"5780","Port Moller Airport","Cold Bay","United States","PML","PAAL",56.006111,-160.560833,20,-9,"A","America/Anchorage"
"5781","Klawock Airport","Klawock","United States","KLW","PAKW",55.579167,-133.076111,80,-9,"A","America/Anchorage"
"5782","Quinhagak Airport","Quinhagak","United States","KWN","PAQH",59.755,-161.845278,42,-9,"A","America/Anchorage"
"5783","Kotlik Airport","Kotlik","United States","KOT","PFKO",63.030556,-163.532778,15,-9,"A","America/Anchorage"
"5784","Koyukuk Airport","Koyukuk","United States","KYU","PFKU",64.875833,-157.730556,149,-9,"A","America/Anchorage"
"5785","Scammon Bay Airport","Scammon Bay","United States","SCM","PACM",61.845278,-165.571389,14,-9,"A","America/Anchorage"
"5786","Nondalton Airport","Nondalton","United States","NNL","PANO",59.966944,-154.851667,262,-9,"A","America/Anchorage"
"5787","Pedro Bay Airport","Pedro Bay","United States","PDB","\N",59.782222,-154.1325,45,-9,"A","America/Anchorage"
"5788","Nunapitchuk Airport","Nunapitchuk","United States","NUP","\N",60.905833,-162.439167,12,-9,"A","America/Anchorage"
"5789","Kongiganak Airport","Kongiganak","United States","KKH","PADY",59.960833,-162.881111,30,-9,"A","America/Anchorage"
"5790","Nikolai Airport","Nikolai","United States","NIB","PAFS",63.010833,-154.383889,427,-9,"A","America/Anchorage"
"5791","Takotna Airport","Takotna","United States","TCT","\N",62.971944,-156.082778,825,-9,"A","America/Anchorage"
"5792","Pilot Station Airport","Pilot Station","United States","PQS","\N",61.934444,-162.899444,305,-9,"A","America/Anchorage"
"5793","Akiak Airport","Akiak","United States","AKI","PFAK",60.902778,-161.230556,30,-9,"A","America/Anchorage"
"5794","Tuluksak Airport","Tuluksak","United States","TLT","\N",61.096944,-160.969444,30,-9,"A","America/Anchorage"
"5795","Grayling Airport","Grayling","United States","KGX","\N",62.894444,-160.065,99,-9,"A","America/Anchorage"
"5796","Wainwright Airport","Wainwright","United States","AIN","PAWI",70.638056,-159.994722,41,-9,"A","America/Anchorage"
"5797","ZAPALA","ZAPALA","Argentina","APZ","SAHZ",-38.9755,-70.113581,3330,-3,"N","America/Cordoba"
"5798","Rincon de los Sauces","Rincon de los Sauces","Argentina","RDS","\N",-37.390617,-68.904211,1969,-3,"N","America/Cordoba"
"5799","Colonia Sarmiento","Colonia Sarmiento","Argentina","OLN","\N",-45.6,-69.083333,849,-3,"N","America/Cordoba"
"5800","Grytvyken","Grytvyken","South Georgia and the Islands","","\N",-54.276667,-36.511667,538,-2,"S","Atlantic/South_Georgia"
"5801","Rio Turbio","Rio Turbio","Argentina","RYO","\N",-51.533333,-72.3,1158,-3,"N","America/Cordoba"
"5802","Puerto Natales","Puerto Natales","Chile","PNT","SCNT",-51.733333,-72.516667,9,-4,"S","America/Santiago"
"5803","Caleta Olivia","Caleta Olivia","Argentina","CVI","\N",-46.4333,-67.5333,124,-3,"N","America/Cordoba"
"5804","Fitz Roy","El Chalten","Argentina","","\N",-47.033333,-67.25,757,-3,"N","America/Cordoba"
"5805","Sierra Grande","Sierra Grande","Argentina","SGV","SAVS",-41.592,-65.341,820,-3,"N","America/Cordoba"
"5806","Ingeniero Jacobacci","Ingeniero Jacobacci","Argentina","IGB","SAVJ",-41.3,-69.5833,2936,-3,"N","America/Cordoba"
"5807","Lago Posadas","Lago Posadas","Argentina","","\N",-47.533333,-71.75,748,-3,"N","America/Cordoba"
"5808","El Chalten","El Chalten","Argentina","ELX","\N",-49.328889,-72.93,1279,-3,"N","America/Cordoba"
"5809","Chenega Bay Airport","Chenega","United States","NCN","PFCB",60.077222,-147.991944,72,-9,"A","America/Anchorage"
"5810","Chisana Airport","Chisana","United States","CZN","\N",62.071111,-142.048333,1011,-9,"A","America/Anchorage"
"5811","Tok Junction Airport","Tok","United States","6K8","PFTO",63.329444,-142.953611,1639,-9,"A","America/Anchorage"
"5812","Circle City Airport","Circle","United States","IRC","PACR",65.827778,-144.076111,613,-9,"A","America/Anchorage"
"5813","Coffman Cove Seaplane Base","Coffman Cove","United States","KCC","\N",56.014722,-132.833889,0,-9,"A","America/Anchorage"
"5814","Crooked Creek Airport","Crooked Creek","United States","CKD","\N",61.867778,-158.135,178,-9,"A","America/Anchorage"
"5815","Red Devil Airport","Red Devil","United States","RDV","\N",61.788056,-157.350278,174,-9,"A","America/Anchorage"
"5816","Sleetmute Airport","Sleetmute","United States","SLQ","PASL",61.700566,-157.165833,190,-9,"A","America/Anchorage"
"5817","Stony River 2 Airport","Stony River","United States","SRV","\N",61.7875,-156.591111,230,-9,"A","America/Anchorage"
"5818","Healy River Airport","Healy","United States","HKB","PAHV",63.8675,-148.968889,1263,-9,"A","America/Anchorage"
"5819","Kake Seaplane Base","Kake","United States","KAE","\N",56.973056,-133.945556,0,-9,"A","America/Anchorage"
"5820","Klawock Seaplane Base","Klawock","United States","AQC","PAQC",55.554658,-133.101693,0,-9,"A","America/Anchorage"
"5821","Minchumina Airport","Lake Minchumina","United States","MHM","PAMH",63.886111,-152.301944,678,-9,"A","America/Anchorage"
"5822","Manley Hot Springs Airport","Manley Hot Springs","United States","MLY","PAML",64.9975,-150.644167,270,-9,"A","America/Anchorage"
"5823","St. George Airport","St. George","United States","STG","\N",56.577222,-169.663611,125,-9,"A","America/Anchorage"
"5824","Tatitlek Airport","Tatitlek","United States","TEK","\N",60.8725,-146.691111,62,-9,"A","America/Anchorage"
"5825","Ketchikan harbor Seaplane Base","Ketchikan","United States","WFB","\N",55.344444,-131.663333,0,-9,"A","America/Anchorage"
"5826","Fox Harbour Airport","Fox Harbour","Canada","","\N",45.87,-63.461111,62,-4,"A","America/Halifax"
"5827","Natuashish Airport","Natuashish","Canada","","CNH2",55.913889,-61.184444,33,-4,"A","America/Halifax"
"5828","Postville Airport","Postville","Canada","YSO","CCD4",54.910278,-59.785278,223,-4,"A","America/Halifax"
"5829","Kangiqsujuaq - Wakeham Bay Airport","Kangiqsujuaq","Canada","YWB","CYKG",61.588611,-71.929444,501,-5,"A","America/Toronto"
"5830","Alma Airport","Alma","Canada","YTF","CYTF",48.508611,-71.641389,449,-5,"A","America/Toronto"
"5831","Havre Saint-Pierre Airport","Havre-Saint-Pierre","Canada","YGV","CYGV",50.281944,-63.611389,124,-5,"A","America/Toronto"
"5832","Rimouski Airport","Rimouski","Canada","YXK","CYXK",48.478056,-68.496944,82,-5,"A","America/Toronto"
"5833","Vakarufahli Island","Vakarufahli Island","Maldives","","\N",3.578742,72.902075,0,5,"U","Indian/Maldives"
"5834","Vakarufalhi Island","Vakarufalhi Island","Maldives","","\N",3.578742,72.902075,0,5,"N","Indian/Maldives"
"5835","Tadoule Lake Airport","Tadoule Lake","Canada","XTL","CYBQ",58.706111,-98.512222,923,-6,"A","America/Winnipeg"
"5836","Lac Brochet Airport","Lac Brochet","Canada","XLB","CZWH",58.614167,-101.468889,1212,-6,"A","America/Winnipeg"
"5837","South Indian Lake Airport","South Indian Lake","Canada","XSI","CZSN",56.792778,-98.907222,951,-6,"A","America/Winnipeg"
"5838","Brochet Airport","Brochet","Canada","YBT","CYBT",57.889444,-101.679167,1131,-6,"A","America/Winnipeg"
"5839","Little Grand Rapids Airport","Little Grand Rapids","Canada","ZGR","CZGR",52.045,-95.466111,1008,-6,"A","America/Winnipeg"
"5840","Cross Lake - Charlie Sinclair Memorial Airport","Cross Lake","Canada","YCR","CYCR",54.610833,-97.760278,707,-6,"A","America/Winnipeg"
"5841","Red Sucker Lake Airport","Red Sucker Lake","Canada","YRS","CYRS",54.167222,-93.557222,729,-6,"A","America/Winnipeg"
"5842","Rainbow Lake Airport","Rainbow Lake","Canada","YOP","CYOP",58.491389,-119.407778,1756,-7,"A","America/Edmonton"
"5843","Bonnyville Airport","Bonnyville","Canada","YBY","CYBF",54.304722,-110.741111,1839,-7,"A","America/Edmonton"
"5844","Nanaimo Harbour Water Airport","Nanaimo","Canada","ZNA","CAC8",49.183333,-123.95,0,-8,"A","America/Vancouver"
"5845","Ganges Water Aerodrome","Ganges","Canada","","CAX6",48.85,-123.5,0,-8,"A","America/Vancouver"
"5846","Bedwell Harbour Water Aerdrome","Bedwell Harbour","Canada","","\N",48.75,-123.233333,0,-8,"A","America/Vancouver"
"5847","Qualicum Beach Airport","Qualicum Beach","Canada","XQU","\N",49.337222,-124.393889,191,-8,"A","America/Vancouver"
"5848","Fort St. James - Perison Airport","Fort St. James","Canada","YJM","CYJM",54.397222,-124.262778,2364,-8,"A","America/Vancouver"
"5849","Boundary Bay Airport","Boundary Bay","Canada","YDT","CZBB",49.073889,-123.0075,6,-8,"A","America/Vancouver"
"5850","Langley Regional Airport","Langley Township","Canada","","CYNJ",49.101111,-122.630556,34,-8,"A","America/Vancouver"
"5851","Bella Bella Airport","Bella Bella","Canada","ZEL","CYJQ",52.139722,-128.063611,162,-8,"A","America/Vancouver"
"5852","Sechelt Aerodrome","Sechelt-Gibsons","Canada","YHS","\N",49.460556,-123.718611,250,-8,"A","America/Vancouver"
"5853","Wekweeti Airport","Wekweeti","Canada","","CFJ2",64.190833,-114.076667,1206,-7,"A","America/Edmonton"
"5854","Campo Cuatro Milpas Airport","Guasave","Mexico","","MM52",25.651944,-108.538056,72,-7,"A","America/Mazatlan"
"5855","Isla de Cedros Airport","Cedros","Mexico","","MMCD",28.0375,-115.189444,98,-6,"A","America/Mexico_City"
"5856","Cabo San Lucas International Airport","Cabo San Lucas","Mexico","","MMSL",22.9475,-109.937081,459,-7,"A","America/Mazatlan"
"5857","Bahia Tortugas Airfield","Bahia Tortugas","Mexico","","\N",27.705278,-114.911111,102,-7,"A","America/Mazatlan"
"5858","Palo Verde Airport","San Bruno","Mexico","PVP","\N",27.093056,-112.098889,55,-7,"A","America/Mazatlan"
"5859","Ziyaraifushi","Ziyaraifushi","Maldives","","\N",4.531313889,73.373325,0,5,"U","Indian/Maldives"
"5860","Brussels Gare du Midi","Brussels","Belgium","ZYR","\N",50.8,4.4,180,1,"E","Europe/Brussels"
"5861","Caye Chapel Airport","Caye Chapel","Belize","CYC","\N",17.683611,-88.045,10,-6,"U","America/Belize"
"5862","Big Creek Airport","Big Creek","Belize","BGK","\N",16.516667,-88.416667,16,-6,"U","America/Belize"
"5863","Dangriga Airport","Dangriga","Belize","DGA","\N",16.966667,-88.216667,10,-6,"U","America/Belize"
"5864","Placencia Airport","Placencia","Belize","PLJ","\N",16.536944,-88.361667,42,-6,"U","America/Belize"
"5865","Sartaneja Airport","Sarteneja","Belize","SJX","\N",18.355556,-88.130833,10,-6,"U","America/Belize"
"5866","Huehuetenango Airport","Huehuetenango","Guatemala","","\N",15.314722,-91.476111,1901,-6,"U","America/Guatemala"
"5867","Corn Island Airport","Corn Island","Nicaragua","RNI","MNCI",12.168611,-83.0675,26,-6,"U","America/Managua"
"5868","Bonanza Airport","Bonanza","Nicaragua","BZA","MNBZ",14.041667,-84.630556,597,-6,"U","America/Managua"
"5869","Rosita Airport","Rosita","Nicaragua","RFS","MNRT",13.897222,-84.404722,207,-6,"U","America/Managua"
"5870","Siuna Airport","Siuna","Nicaragua","SIU","MNSI",13.716667,-84.776944,480,-6,"U","America/Managua"
"5871","Waspam Airport","Waspam","Nicaragua","WSP","MNWP",14.737778,-83.975833,115,-6,"U","America/Managua"
"5872","San Carols Airport","San Carlos","Nicaragua","","MNSC",11.133333,-84.783333,131,-6,"U","America/Managua"
"5873","Carrillo Airport","Carrillo","Costa Rica","RIK","MRCR",9.866667,-85.483333,10,-6,"U","America/Costa_Rica"
"5874","Fussen","Fussen","Germany","FUS","FUSS",47.585,10.6866,800,1,"U","Europe/Berlin"
"5875","John A. Osborne Airport","Montserrat","Montserrat","","\N",16.791389,-62.193333,550,-4,"U","America/Montserrat"
"5876","Monte Plata Batley Juan Sanchez Field","Monte Plata","Dominican Republic","","MDJS",18.81,-69.79,1424,-4,"U","America/Santo_Domingo"
"5877","Constanza Airport","Constanza","Dominican Republic","COZ","MDCZ",18.907626,-70.719852,3931,-4,"U","America/Santo_Domingo"
"5878","Negril Aerodrome","Negril","Jamaica","NEG","MKNG",18.34,-78.335556,9,-5,"U","America/Jamaica"
"5879","Bochum Railway","Bochum","Germany","EBO","\N",51.478506,7.222781,45,1,"U","Europe/Berlin"
"5880","Fliegerhost ","Kaufbeuren","Germany","KFB","\N",47.874,10.6294,680,1,"U","Europe/Berlin"
"5881","Munich Railway","Munich","Germany","ZMU","\N",48.1408,11.555,500,1,"U","Europe/Berlin"
"5882","Nuernberg Railway","Nuernberg","Germany","ZAQ","\N",49.446389,11.081944,312,1,"U","Europe/Berlin"
"5883","Jose Aponte de la Torre Airport","Ceiba","Puerto Rico","RVR","TJRV",18.245278,-65.643333,38,-4,"A","America/Puerto_Rico"
"5884","Aeropuerto Internacional Valle del Conlara","Merlo","Argentina","RLO","\N",-32.349803,-65.179932,100,-3,"N","America/Cordoba"
"5885","Charlotte Amalie Harbor","Charlotte Amalie","Virgin Islands","","VI22",18.338611,-64.940833,0,-4,"A","America/St_Thomas"
"5886","Christiansted Harbor Seaplane Base","Christiansted","Virgin Islands","SSB","\N",17.747222,-64.705,0,-4,"A","America/St_Thomas"
"5887","Alto Rio Senguer Airport","Alto Rio Senguer","Argentina","ARR","SAVR",-45.016667,-70.816667,2145,-3,"N","America/Cordoba"
"5888","Jose de San Martin Airport","Jose de San Martin","Argentina","JSM","SAWS",-44.016667,-70.466667,4359,-3,"N","America/Cordoba"
"5889","Uyuni Airport","Uyuni","Bolivia","UYU","SLUY",-20.466667,-66.833333,11990,-4,"U","America/La_Paz"
"5890","Augsburg Railway","Augsburg","Germany","ZAU","\N",48.3655,10.8863,500,1,"U","Europe/Berlin"
"5891","Mannheim Railway","Mannheim","Germany","ZMA","\N",49.479633,8.469858,200,1,"E","Europe/Berlin"
"5892","Essen Railway","Essen","Germany","ZES","\N",51.451389,7.013889,200,1,"U","Europe/Berlin"
