"","Name","City","Country","IATA","ICAO","Lat","Lon","Altitude","Timezone","DST","TZID"
"3601","Dupage","West Chicago","United States","DPA","KDPA",41.907778,-88.248611,758,-6,"A","America/Chicago"
"3602","Waco Rgnl","Waco","United States","ACT","KACT",31.611289,-97.230519,516,-6,"A","America/Chicago"
"3603","Augusta State","Augusta","United States","AUG","KAUG",44.320647,-69.797317,352,-5,"A","America/New_York"
"3604","Hillsboro Muni","Hillsboro","United States","INJ","KINJ",32.083486,-97.097228,685,-6,"A","America/Chicago"
"3605","Jacksonville Nas","Jacksonville","United States","NIP","KNIP",30.235834,-81.680556,22,-5,"A","America/New_York"
"3606","Mc Kellar Sipes Rgnl","Jackson","United States","MKL","KMKL",35.599889,-88.915611,434,-6,"A","America/Chicago"
"3607","Molokai","Molokai","United States","MKK","PHMK",21.152886,-157.096256,454,-10,"N","Pacific/Honolulu"
"3608","Godman Aaf","Fort Knox","United States","FTK","KFTK",37.907058,-85.972106,756,-5,"A","America/New_York"
"3609","New River Mcas","Jacksonville","United States","","KNCA",34.708417,-77.439667,26,-5,"A","America/New_York"
"3610","San Angelo Rgnl Mathis Fld","San Angelo","United States","SJT","KSJT",31.35775,-100.496306,1919,-6,"A","America/Chicago"
"3611","Calexico Intl","Calexico","United States","CXL","KCXL",32.669502,-115.51333,4,-8,"A","America/Los_Angeles"
"3612","Chico Muni","Chico","United States","CIC","KCIC",39.795383,-121.858422,238,-8,"A","America/Los_Angeles"
"3613","Burlington Intl","Burlington","United States","BTV","KBTV",44.471861,-73.153278,335,-5,"A","America/New_York"
"3614","Jacksonville Intl","Jacksonville","United States","JAX","KJAX",30.494056,-81.687861,30,-5,"A","America/New_York"
"3615","Durango La Plata Co","Durango","United States","DRO","KDRO",37.151516,-107.75377,6685,-7,"A","America/Denver"
"3616","Washington Dulles Intl","Washington","United States","IAD","KIAD",38.944533,-77.455811,313,-5,"A","America/New_York"
"3617","Easterwood Fld","College Station","United States","CLL","KCLL",30.588583,-96.363833,321,-6,"A","America/Chicago"
"3618","Felts Fld","Spokane","United States","SFF","KSFF",47.682819,-117.322558,1953,-8,"A","America/Los_Angeles"
"3619","General Mitchell Intl","Milwaukee","United States","MKE","KMKE",42.947222,-87.896583,723,-6,"A","America/Chicago"
"3620","Abilene Rgnl","Abilene","United States","ABI","KABI",32.411319,-99.681897,1791,-6,"A","America/Chicago"
"3621","Columbia Rgnl","Columbia","United States","COU","KCOU",38.818094,-92.219631,889,-6,"A","America/Chicago"
"3622","Portland Intl","Portland","United States","PDX","KPDX",45.588722,-122.5975,30,-8,"A","America/Los_Angeles"
"3623","Dade Collier Training And Transition","Miami","United States","TNT","KTNT",25.861806,-80.897,13,-5,"A","America/New_York"
"3624","Palm Beach Intl","West Palm Beach","United States","PBI","KPBI",26.683161,-80.095589,19,-5,"A","America/New_York"
"3625","Fort Worth Meacham Intl","Fort Worth","United States","FTW","KFTW",32.819778,-97.362444,710,-6,"A","America/Chicago"
"3626","Ogdensburg Intl","Ogdensburg","United States","OGS","KOGS",44.681854,-75.4655,297,-5,"A","America/New_York"
"3627","Otis Angb","Falmouth","United States","FMH","KFMH",41.658439,-70.521417,131,-5,"A","America/New_York"
"3628","Boeing Fld King Co Intl","Seattle","United States","BFI","KBFI",47.53,-122.301947,21,-8,"A","America/Los_Angeles"
"3629","Lackland Afb Kelly Fld Annex","San Antonio","United States","SKF","KSKF",29.384228,-98.581108,691,-6,"A","America/Chicago"
"3630","Honolulu Intl","Honolulu","United States","HNL","PHNL",21.318681,-157.922428,13,-10,"N","Pacific/Honolulu"
"3631","Des Moines Intl","Des Moines","United States","DSM","KDSM",41.533972,-93.663083,958,-6,"A","America/Chicago"
"3632","Craven Co Rgnl","New Bern","United States","EWN","KEWN",35.072972,-77.042944,18,-5,"A","America/New_York"
"3633","San Diego Intl","San Diego","United States","SAN","KSAN",32.733556,-117.189667,17,-8,"A","America/Los_Angeles"
"3634","Monroe Rgnl","Monroe","United States","MLU","KMLU",32.510864,-92.037689,79,-6,"A","America/Chicago"
"3635","Shaw Afb","Sumter","United States","SSC","KSSC",33.972719,-80.470564,242,-5,"A","America/New_York"
"3636","Ontario Intl","Ontario","United States","ONT","KONT",34.056,-117.601194,944,-8,"A","America/Los_Angeles"
"3637","Majors","Greenvile","United States","GVT","KGVT",33.067839,-96.065333,535,-6,"A","America/Chicago"
"3638","Roswell Intl Air Center","Roswell","United States","ROW","KROW",33.301556,-104.530556,3671,-7,"A","America/Denver"
"3639","Coleman A Young Muni","Detroit","United States","DET","KDET",42.409195,-83.009861,626,-5,"A","America/New_York"
"3640","Brownsville South Padre Island Intl","Brownsville","United States","BRO","KBRO",25.906833,-97.425861,22,-6,"A","America/Chicago"
"3641","Dothan Rgnl","Dothan","United States","DHN","KDHN",31.321339,-85.449628,401,-6,"A","America/Chicago"
"3642","Cape May Co","Wildwood","United States","WWD","KWWD",39.008507,-74.908275,23,-5,"A","America/New_York"
"3643","Fallon Nas","Fallon","United States","NFL","KNFL",39.416584,-118.70098,3934,-8,"A","America/Los_Angeles"
"3644","Selfridge Angb","Mount Clemens","United States","MTC","KMTC",42.608333,-82.8355,580,-5,"A","America/New_York"
"3645","Four Corners Rgnl","Farmington","United States","FMN","KFMN",36.74125,-108.229944,5506,-7,"A","America/Denver"
"3646","Corpus Christi Intl","Corpus Christi","United States","CRP","KCRP",27.770361,-97.501222,44,-6,"A","America/Chicago"
"3647","Syracuse Hancock Intl","Syracuse","United States","SYR","KSYR",43.111187,-76.106311,421,-5,"A","America/New_York"
"3648","Key West Nas","Key West","United States","NQX","KNQX",24.575834,-81.688889,6,-5,"A","America/New_York"
"3649","Chicago Midway Intl","Chicago","United States","MDW","KMDW",41.785972,-87.752417,620,-6,"A","America/Chicago"
"3650","Norman Y Mineta San Jose Intl","San Jose","United States","SJC","KSJC",37.3626,-121.929022,62,-8,"A","America/Los_Angeles"
"3651","Lea Co Rgnl","Hobbs","United States","HOB","KHOB",32.687528,-103.217028,3661,-7,"A","America/Denver"
"3652","Northeast Philadelphia","Philadelphia","United States","PNE","KPNE",40.081944,-75.010586,121,-5,"A","America/New_York"
"3653","Denver Intl","Denver","United States","DEN","KDEN",39.861656,-104.673178,5431,-7,"A","America/Denver"
"3654","Philadelphia Intl","Philadelphia","United States","PHL","KPHL",39.871944,-75.241139,36,-5,"A","America/New_York"
"3655","Sioux Gateway Col Bud Day Fld","Sioux City","United States","SUX","KSUX",42.402603,-96.384367,1098,-6,"A","America/Chicago"
"3656","Middle Georgia Rgnl","Macon","United States","MCN","KMCN",32.69285,-83.649211,354,-5,"A","America/New_York"
"3657","Truth Or Consequences Muni","Truth Or Consequences","United States","TCS","KTCS",33.236944,-107.27175,4853,-7,"A","America/Denver"
"3658","Palmdale Rgnl Usaf Plt 42","Palmdale","United States","PMD","KPMD",34.629391,-118.08456,2543,-8,"A","America/Los_Angeles"
"3659","Randolph Afb","San Antonio","United States","RND","KRND",29.529675,-98.2789,762,-6,"A","America/Chicago"
"3660","El Centro Naf","El Centro","United States","NJK","KNJK",32.829222,-115.671667,-42,-8,"A","America/Los_Angeles"
"3661","Port Columbus Intl","Columbus","United States","CMH","KCMH",39.997972,-82.891889,815,-5,"A","America/New_York"
"3662","Drake Fld","Fayetteville","United States","FYV","KFYV",36.005094,-94.170059,1251,-6,"A","America/Chicago"
"3663","Henry Post Aaf","Fort Sill","United States","FSI","KFSI",34.649833,-98.402167,1189,-6,"A","America/Chicago"
"3664","Princeton Muni","Princeton","United States","PNM","KPNM",45.559868,-93.608217,979,-6,"A","America/Chicago"
"3665","Wright Patterson Afb","Dayton","United States","FFO","KFFO",39.826111,-84.048332,823,-5,"A","America/New_York"
"3666","Edward G Pitka Sr","Galena","United States","GAL","PAGA",64.736178,-156.937417,152,-9,"A","America/Anchorage"
"3667","Chandler Muni","Chandler","United States","","KCHD",33.269111,-111.811111,1243,-7,"A","America/Phoenix"
"3668","Mineral Wells","Mineral Wells","United States","MWL","KMWL",32.781606,-98.060175,974,-6,"A","America/Chicago"
"3669","Mc Connell Afb","Wichita","United States","IAB","KIAB",37.621853,-97.268192,1371,-6,"A","America/Chicago"
"3670","New Orleans Nas Jrb","New Orleans","United States","NBG","KNBG",29.825333,-90.035,3,-6,"A","America/Chicago"
"3671","Beaufort","Beaufort","United States","BFT","KNBC",32.477411,-80.723161,37,-5,"A","America/New_York"
"3672","Texarkana Rgnl Webb Fld","Texarkana","United States","TXK","KTXK",33.453722,-93.991028,390,-6,"A","America/Chicago"
"3673","Plattsburgh Intl","Plattsburgh","United States","PBG","KPBG",44.650944,-73.468139,234,-5,"A","America/New_York"
"3674","Phillips Aaf","Aberdeen","United States","APG","KAPG",39.466219,-76.168808,57,-5,"A","America/New_York"
"3675","Tucumcari Muni","Tucumcari","United States","TCC","KTCC",35.182777,-103.603186,4065,-7,"A","America/Denver"
"3676","Ted Stevens Anchorage Intl","Anchorage","United States","ANC","PANC",61.174361,-149.996361,152,-9,"A","America/Anchorage"
"3677","Robert Gray Aaf","Killeen","United States","GRK","KGRK",31.06725,-97.828917,1015,-6,"A","America/Chicago"
"3678","Black Rock","Zuni Pueblo","United States","ZUN","KZUN",35.083228,-108.791778,6454,-7,"A","America/Denver"
"3679","Bellingham Intl","Bellingham","United States","BLI","KBLI",48.792694,-122.537528,170,-8,"A","America/Los_Angeles"
"3680","Millington Rgnl Jetport","Millington","United States","NQA","KNQA",35.356667,-89.870278,320,-6,"A","America/Chicago"
"3681","Elkins Randolph Co Jennings Randolph","Elkins","United States","EKN","KEKN",38.889444,-79.857139,1987,-5,"A","America/New_York"
"3682","Hartford Brainard","Hartford","United States","HFD","KHFD",41.736722,-72.649444,18,-5,"A","America/New_York"
"3683","North Central State","Smithfield","United States","SFZ","KSFZ",41.920764,-71.491381,441,-5,"A","America/New_York"
"3684","Mobile Rgnl","Mobile","United States","MOB","KMOB",30.691231,-88.242814,219,-6,"A","America/Chicago"
"3685","Moffett Federal Afld","Mountain View","United States","NUQ","KNUQ",37.416142,-122.049139,32,-8,"A","America/Los_Angeles"
"3686","Santa Fe Muni","Santa Fe","United States","SAF","KSAF",35.617108,-106.089422,6348,-7,"A","America/Denver"
"3687","Barking Sands Pmrf","Barking Sands","United States","BKH","PHBK",22.022833,-159.785,23,-10,"A","Pacific/Honolulu"
"3688","Beauregard Rgnl","Deridder","United States","DRI","KDRI",30.831722,-93.339917,202,-6,"A","America/Chicago"
"3689","Bradshaw Aaf","Bradshaw Field","United States","BSF","PHSF",19.760056,-155.553717,6190,-10,"A","Pacific/Honolulu"
"3690","Nogales Intl","Nogales","United States","OLS","KOLS",31.417722,-110.84789,3955,-7,"A","America/Phoenix"
"3691","Macdill Afb","Tampa","United States","MCF","KMCF",27.849339,-82.521214,14,-5,"A","America/New_York"
"3692","Scott Afb Midamerica","Belleville","United States","BLV","KBLV",38.545178,-89.835183,459,-6,"A","America/Chicago"
"3693","Opa Locka","Miami","United States","OPF","KOPF",25.907,-80.278389,8,-5,"A","America/New_York"
"3694","Del Rio Intl","Del Rio","United States","DRT","KDRT",29.374208,-100.927158,1002,-6,"A","America/Chicago"
"3695","Southwest Florida Intl","Fort Myers","United States","RSW","KRSW",26.536167,-81.755167,30,-5,"A","America/New_York"
"3696","King Salmon","King Salmon","United States","AKN","PAKN",58.676778,-156.649278,68,-9,"A","America/Anchorage"
"3697","Muir Aaf","Muir","United States","MUI","KMUI",40.434811,-76.569411,489,-5,"A","America/New_York"
"3698","Kapalua","Lahania-kapalua","United States","JHM","PHJH",20.962936,-156.673031,256,-10,"N","Pacific/Honolulu"
"3699","John F Kennedy Intl","New York","United States","JFK","KJFK",40.639751,-73.778925,13,-5,"A","America/New_York"
"3700","Homestead Arb","Homestead","United States","HST","KHST",25.48855,-80.383567,6,-5,"A","America/New_York"
"3701","Riverside Muni","Riverside","United States","RAL","KRAL",33.951875,-117.445103,818,-8,"A","America/Los_Angeles"
"3702","Sherman Aaf","Fort Leavenworth","United States","FLV","KFLV",39.368332,-94.914686,772,-6,"A","America/Chicago"
"3703","Wallops Flight Facility","Wallops Island","United States","WAL","KWAL",37.940194,-75.466389,40,-5,"A","America/New_York"
"3704","Holloman Afb","Alamogordo","United States","HMN","KHMN",32.852519,-106.106525,4093,-7,"A","America/Denver"
"3705","Willow Grove Nas Jrb","Willow Grove","United States","NXX","KNXX",40.199833,-75.148167,358,-5,"A","America/New_York"
"3706","Cheyenne Rgnl Jerry Olson Fld","Cheyenne","United States","CYS","KCYS",41.155722,-104.811839,6156,-7,"A","America/Denver"
"3707","Stockton Metropolitan","Stockton","United States","SCK","KSCK",37.894167,-121.238306,33,-8,"A","America/Los_Angeles"
"3708","Charleston Afb Intl","Charleston","United States","CHS","KCHS",32.898647,-80.040528,45,-5,"A","America/New_York"
"3709","Reno Tahoe Intl","Reno","United States","RNO","KRNO",39.499108,-119.768108,4415,-8,"A","America/Los_Angeles"
"3710","Ketchikan Intl","Ketchikan","United States","KTN","PAKT",55.355556,-131.71375,88,-9,"A","America/Anchorage"
"3711","Willow Run","Detroit","United States","YIP","KYIP",42.237928,-83.530408,716,-5,"A","America/New_York"
"3712","Vandenberg Afb","Lompoc","United States","VBG","KVBG",34.737333,-120.584306,369,-8,"A","America/Los_Angeles"
"3713","Birmingham Intl","Birmingham","United States","BHM","KBHM",33.562942,-86.75355,644,-6,"A","America/Chicago"
"3714","Lakehurst Naes","Lakehurst","United States","NEL","KNEL",40.033333,-74.353333,103,-5,"A","America/New_York"
"3715","Eareckson As","Shemya","United States","SYA","PASY",52.712275,174.11362,98,-9,"A","America/Anchorage"
"3716","Nellis Afb","Las Vegas","United States","LSV","KLSV",36.236197,-115.034253,1870,-8,"A","America/Los_Angeles"
"3717","March Arb","Riverside","United States","RIV","KRIV",33.880711,-117.259453,1535,-8,"A","America/Los_Angeles"
"3718","Modesto City Co Harry Sham","Modesto","United States","MOD","KMOD",37.625817,-120.954422,97,-8,"A","America/Los_Angeles"
"3719","Sacramento Intl","Sacramento","United States","SMF","KSMF",38.695417,-121.590778,27,-8,"A","America/Los_Angeles"
"3720","Waukegan Rgnl","Chicago","United States","UGN","KUGN",42.422161,-87.867908,727,-6,"A","America/Chicago"
"3721","City Of Colorado Springs Muni","Colorado Springs","United States","COS","KCOS",38.805805,-104.700778,6187,-7,"A","America/Denver"
"3722","Buffalo Niagara Intl","Buffalo","United States","BUF","KBUF",42.940525,-78.732167,724,-5,"A","America/New_York"
"3723","Griffing Sandusky","Sandusky","United States","SKY","KSKY",41.433361,-82.652333,580,-5,"A","America/New_York"
"3724","Snohomish Co","Everett","United States","PAE","KPAE",47.906342,-122.281564,606,-8,"A","America/Los_Angeles"
"3725","Mountain Home Afb","Mountain Home","United States","MUO","KMUO",43.043603,-115.872431,2996,-7,"A","America/Denver"
"3726","Cedar City Rgnl","Cedar City","United States","CDC","KCDC",37.700967,-113.098847,5622,-7,"A","America/Denver"
"3727","Bradley Intl","Windsor Locks","United States","BDL","KBDL",41.938889,-72.683222,173,-5,"A","America/New_York"
"3728","Mc Allen Miller Intl","Mcallen","United States","MFE","KMFE",26.175833,-98.238611,107,-6,"A","America/Chicago"
"3729","Norfolk Ns","Norfolk","United States","NGU","KNGU",36.937644,-76.289289,15,-5,"A","America/New_York"
"3730","Westover Arb Metropolitan","Chicopee Falls","United States","CEF","KCEF",42.194014,-72.534783,241,-5,"A","America/New_York"
"3731","Lubbock Preston Smith Intl","Lubbock","United States","LBB","KLBB",33.663639,-101.822778,3282,-6,"A","America/Chicago"
"3732","Chicago Ohare Intl","Chicago","United States","ORD","KORD",41.978603,-87.904842,668,-6,"A","America/Chicago"
"3733","Boca Raton","Boca Raton","United States","BCT","KBCT",26.3785,-80.107694,13,-5,"A","America/New_York"
"3734","Fairbanks Intl","Fairbanks","United States","FAI","PAFA",64.815114,-147.856267,434,-9,"A","America/Anchorage"
"3735","Quantico Mcaf","Quantico","United States","NYG","KNYG",38.501683,-77.305333,11,-5,"A","America/New_York"
"3736","Cannon Afb","Clovis","United States","CVS","KCVS",34.382775,-103.322147,4295,-7,"A","America/Denver"
"3737","Kaneohe Bay Mcaf","Kaneohe Bay","United States","NGF","PHNG",21.450453,-157.768,24,-10,"A","Pacific/Honolulu"
"3738","Offutt Afb","Omaha","United States","OFF","KOFF",41.118332,-95.912511,1052,-6,"A","America/Chicago"
"3739","Gulkana","Gulkana","United States","GKN","PAGK",62.154888,-145.456639,1580,-9,"A","America/Anchorage"
"3740","Watertown Intl","Watertown","United States","ART","KART",43.991922,-76.021739,325,-5,"A","America/New_York"
"3741","Palm Springs Intl","Palm Springs","United States","PSP","KPSP",33.829667,-116.506694,477,-8,"A","America/Los_Angeles"
"3742","Rick Husband Amarillo Intl","Amarillo","United States","AMA","KAMA",35.219369,-101.705931,3607,-6,"A","America/Chicago"
"3743","Fort Dodge Rgnl","Fort Dodge","United States","FOD","KFOD",42.5512,-94.191842,1157,-6,"A","America/Chicago"
"3744","Barksdale Afb","Shreveport","United States","BAD","KBAD",32.50182,-93.662674,166,-6,"A","America/Chicago"
"3745","Forbes Fld","Topeka","United States","FOE","KFOE",38.950944,-95.663611,1078,-6,"A","America/Chicago"
"3746","Cotulla Lasalle Co","Cotulla","United States","COT","KCOT",28.456694,-99.220294,474,-6,"A","America/Chicago"
"3747","Wilmington Intl","Wilmington","United States","ILM","KILM",34.270615,-77.902569,32,-5,"A","America/New_York"
"3748","Baton Rouge Metro Ryan Fld","Baton Rouge","United States","BTR","KBTR",30.533167,-91.149639,70,-6,"A","America/Chicago"
"3749","Meridian Nas","Meridian","United States","NMM","KNMM",32.552083,-88.555557,317,-6,"A","America/Chicago"
"3750","Tyler Pounds Rgnl","Tyler","United States","TYR","KTYR",32.354139,-95.402386,544,-6,"A","America/Chicago"
"3751","Baltimore Washington Intl","Baltimore","United States","BWI","KBWI",39.175361,-76.668333,146,-5,"A","America/New_York"
"3752","Hobart Muni","Hobart","United States","HBR","KHBR",34.991308,-99.051353,1564,-6,"A","America/Chicago"
"3753","Lanai","Lanai","United States","LNY","PHNY",20.785611,-156.951419,1308,-10,"N","Pacific/Honolulu"
"3754","Alexandria Intl","Alexandria","United States","AEX","KAEX",31.3274,-92.549833,89,-6,"A","America/Chicago"
"3755","Condron Aaf","White Sands","United States","WSD","KWSD",32.341484,-106.40277,3934,-7,"A","America/Denver"
"3756","Cold Bay","Cold Bay","United States","CDB","PACD",55.206061,-162.725436,96,-9,"A","America/Anchorage"
"3757","Tulsa Intl","Tulsa","United States","TUL","KTUL",36.198389,-95.888111,677,-6,"A","America/Chicago"
"3758","Sitka Rocky Gutierrez","Sitka","United States","SIT","PASI",57.047138,-135.361611,21,-9,"A","America/Anchorage"
"3759","Long Island Mac Arthur","Islip","United States","ISP","KISP",40.79525,-73.100222,99,-5,"A","America/New_York"
